255.686,77.8626,259.72
259.476,76.366,259.72
257.817,73.4882,259.72
255.355,70.2573,259.72
256.832,68.1066,259.72
256.728,65.5511,259.72
255.795,63.1476,259.72
255.899,60.4492,259.72
254.499,58.032,259.72
255.173,53.1541,259.72
256.91,50.2003,259.72
258.465,47.8428,259.72
256.339,42.7331,259.72
258.724,40.1577,259.72
259.72,37.8385,259.72
259.326,35.1115,259.72
259.466,32.4783,259.72
259.72,30.1168,259.72
259.72,27.6483,259.72
259.72,22.5206,259.72
259.72,20.035,259.72
259.72,12.6501,259.72
259.72,10.0125,259.72
259.72,7.52934,259.72
