156.346,78.1299,159.978
159.978,76.6333,159.978
159.978,73.9226,159.978
156.382,70.212,159.978
159.978,68.704,159.978
154.862,66.2025,159.978
153.111,63.7723,159.978
157.328,60.9378,159.978
151.34,58.8862,159.994
152.581,53.4212,159.978
158.81,50.2134,159.978
154.1,47.8537,159.978
154.5,42.7678,159.978
155.076,40.268,159.978
159.978,37.5927,159.978
156.376,35.1844,159.978
158.666,32.6393,159.978
159.978,30.0935,159.978
159.978,27.5935,159.978
159.978,22.5957,159.978
159.978,20.0851,159.978
159.978,12.4571,159.978
159.978,10.0605,159.978
159.774,7.53731,159.978
